index;academic year;school year;number of students;number of classes;school
4161;2024/2025;4;8;1;285
4162;2024/2025;5;11;1;285
4163;2023/2024;1;18;1;285
4164;2023/2024;2;7;1;285
4165;2023/2024;3;8;1;285
4166;2023/2024;4;11;1;285
4167;2023/2024;5;6;1;285
4168;2025/2026;1;24;1;738
4169;2025/2026;2;34;2;738
4170;2025/2026;3;18;1;738
4171;2025/2026;4;39;2;738
4172;2025/2026;5;25;1;738
4173;2024/2025;1;34;2;738
4174;2024/2025;2;19;1;738
4175;2024/2025;3;38;2;738
4176;2024/2025;4;25;1;738
4177;2024/2025;5;18;1;738
4178;2023/2024;1;16;1;738
4179;2023/2024;2;38;2;738
4180;2023/2024;3;25;1;738
4181;2023/2024;4;15;1;738
4182;2023/2024;5;27;1;738
4183;2025/2026;1;16;1;286
4184;2025/2026;2;10;1;286
4185;2025/2026;3;13;1;286
4186;2025/2026;4;19;1;286
4187;2025/2026;5;12;1;286
4188;2024/2025;1;10;1;286
4189;2024/2025;2;13;1;286
4190;2024/2025;3;17;1;286
4191;2024/2025;4;12;1;286
4192;2024/2025;5;9;1;286
4193;2023/2024;1;12;1;286
4194;2023/2024;2;18;1;286
4195;2023/2024;3;12;1;286
4196;2023/2024;4;10;1;286
4197;2023/2024;5;13;1;286
4198;2025/2026;1;14;1;288
4199;2025/2026;2;4;1;288
4200;2025/2026;3;7;1;288
4201;2025/2026;4;9;1;288
4202;2025/2026;5;7;1;288
4203;2024/2025;1;4;1;288
4204;2024/2025;2;6;1;288
4205;2024/2025;3;9;1;288
4206;2024/2025;4;7;1;288
4207;2024/2025;5;15;1;288
4208;2023/2024;1;6;1;288
4209;2023/2024;2;9;1;288
4210;2023/2024;3;8;1;288
4211;2023/2024;4;15;1;288
4212;2023/2024;5;12;1;288
4213;2025/2026;1;20;1;287
4214;2025/2026;2;40;2;287
4215;2025/2026;3;20;1;287
4216;2025/2026;4;30;2;287
4217;2025/2026;5;30;2;287
4218;2024/2025;1;38;2;287
4219;2024/2025;2;23;1;287
4220;2024/2025;3;30;2;287
4221;2024/2025;4;30;2;287
4222;2024/2025;5;24;1;287
4223;2023/2024;1;23;1;287
4224;2023/2024;2;29;2;287
4225;2023/2024;3;29;2;287
4226;2023/2024;4;23;1;287
4227;2023/2024;5;32;2;287
4228;2025/2026;0;40;0;626
4229;2024/2025;0;36;0;626
4230;2023/2024;0;32;0;626
4231;2025/2026;1;21;1;289
4232;2025/2026;2;9;1;289
4233;2025/2026;3;14;1;289
4234;2025/2026;4;25;1;289
4235;2025/2026;5;12;1;289
4236;2024/2025;1;8;1;289
4237;2024/2025;2;15;1;289
4238;2024/2025;3;25;1;289
4239;2024/2025;4;13;1;289
4240;2024/2025;5;20;1;289
4241;2023/2024;1;14;1;289
4242;2023/2024;2;25;1;289
4243;2023/2024;3;12;1;289
4244;2023/2024;4;20;1;289
4245;2023/2024;5;15;1;289
4246;2025/2026;1;25;1;512
4247;2025/2026;2;22;1;512
4248;2025/2026;3;21;1;512
4249;2025/2026;4;21;1;512
4250;2025/2026;5;22;1;512
4251;2024/2025;1;23;1;512
4252;2024/2025;2;22;1;512
4253;2024/2025;3;21;1;512
4254;2024/2025;4;22;1;512
4255;2024/2025;5;19;1;512
4256;2023/2024;1;23;1;512
4257;2023/2024;2;24;1;512
4258;2023/2024;3;22;1;512
4259;2023/2024;4;20;1;512
4260;2023/2024;5;19;1;512
4261;2025/2026;1;86;4;290
4262;2025/2026;2;80;4;290
4263;2025/2026;3;87;4;290
4264;2024/2025;1;80;4;290
4265;2024/2025;2;87;4;290
4266;2024/2025;3;86;4;290
4267;2023/2024;1;90;4;290
4268;2023/2024;2;86;4;290
4269;2023/2024;3;79;4;290
4270;2025/2026;1;16;1;514
4271;2025/2026;2;21;1;514
4272;2024/2025;1;21;1;514
4273;2025/2026;0;26;0;604
4274;2024/2025;0;31;0;604
4275;2023/2024;0;23;0;604
4276;2025/2026;1;17;1;513
4277;2025/2026;2;16;1;513
4278;2025/2026;3;18;1;513
4279;2025/2026;4;18;1;513
4280;2024/2025;1;17;1;513
4281;2024/2025;2;18;1;513
4282;2024/2025;3;19;1;513
4283;2024/2025;4;20;1;513
4284;2023/2024;1;20;1;513
4285;2023/2024;2;19;1;513
4286;2023/2024;3;20;1;513
4287;2023/2024;4;20;1;513
4288;2025/2026;1;46;2;515
4289;2025/2026;2;36;2;515
4290;2025/2026;3;48;2;515
4291;2025/2026;4;42;2;515
4292;2025/2026;5;46;2;515
4293;2024/2025;1;37;2;515
4294;2024/2025;2;46;2;515
4295;2024/2025;3;41;2;515
4296;2024/2025;4;44;2;515
4297;2024/2025;5;47;2;515
4298;2023/2024;1;46;2;515
4299;2023/2024;2;38;2;515
4300;2023/2024;3;43;2;515
4301;2023/2024;4;44;2;515
4302;2023/2024;5;41;2;515
4303;2025/2026;1;67;3;516
4304;2025/2026;2;65;3;516
4305;2025/2026;3;59;3;516
4306;2024/2025;1;67;3;516
4307;2024/2025;2;59;3;516
4308;2024/2025;3;59;3;516
4309;2023/2024;1;61;3;516
4310;2023/2024;2;62;3;516
4311;2023/2024;3;65;3;516
4312;2025/2026;0;63;0;687
4313;2024/2025;0;60;0;687
4314;2023/2024;0;58;0;687
4315;2025/2026;2;12;1;501
4316;2025/2026;3;27;3;501
4317;2025/2026;2;12;1;501
4318;2025/2026;3;9;1;501
4319;2025/2026;4;6;1;501
4320;2025/2026;5;9;1;501
4321;2024/2025;2;11;1;501
4322;2024/2025;3;24;3;501
4323;2024/2025;2;11;1;501
4324;2024/2025;3;8;1;501
4325;2024/2025;4;11;1;501
4326;2024/2025;5;6;1;501
4327;2023/2024;2;8;1;501
4328;2023/2024;3;27;3;501
4329;2023/2024;2;8;1;501
4330;2023/2024;3;9;1;501
4331;2023/2024;4;13;1;501
4332;2023/2024;5;12;1;501
4333;2025/2026;1;82;1;499
4334;2025/2026;3;44;2;499
4335;2025/2026;1;82;1;499
4336;2025/2026;3;39;2;499
4337;2024/2025;1;111;1;499
4338;2024/2025;3;75;3;499
4339;2024/2025;1;111;1;499
4340;2024/2025;3;51;3;499
4341;2023/2024;1;100;1;499
4342;2023/2024;3;40;2;499
4343;2023/2024;1;100;1;499
4344;2023/2024;3;39;2;499
4345;2025/2026;1;86;4;500
4346;2025/2026;2;70;4;500
4347;2025/2026;3;62;4;500
4348;2025/2026;4;43;2;500
4349;2025/2026;5;58;3;500
4350;2024/2025;1;85;4;500
4351;2024/2025;2;68;4;500
4352;2024/2025;3;49;3;500
4353;2024/2025;4;61;3;500
4354;2024/2025;5;62;3;500
4355;2023/2024;1;84;4;500
4356;2023/2024;2;65;3;500
4357;2023/2024;3;67;3;500
4358;2023/2024;4;64;3;500
4359;2023/2024;5;45;3;500
4360;2025/2026;1;32;2;505
4361;2025/2026;2;43;2;505
4362;2025/2026;3;32;2;505
4363;2025/2026;4;35;2;505
4364;2025/2026;5;27;2;505
4365;2024/2025;1;44;2;505
4366;2024/2025;2;37;2;505
4367;2024/2025;3;37;2;505
4368;2024/2025;4;28;2;505
4369;2024/2025;5;44;2;505
4370;2023/2024;1;40;2;505
4371;2023/2024;2;39;2;505
4372;2023/2024;3;28;2;505
4373;2023/2024;4;42;2;505
4374;2023/2024;5;35;2;505
4375;2025/2026;1;52;3;502
4376;2025/2026;2;37;2;502
4377;2025/2026;3;28;2;502
4378;2025/2026;4;24;2;502
4379;2025/2026;5;24;2;502
4380;2024/2025;1;49;2;502
4381;2024/2025;2;34;2;502
4382;2024/2025;3;28;2;502
4383;2024/2025;4;26;2;502
4384;2024/2025;5;24;2;502
4385;2023/2024;1;46;2;502
4386;2023/2024;2;31;2;502
4387;2023/2024;3;30;2;502
4388;2023/2024;4;32;2;502
4389;2023/2024;5;13;2;502
4390;2025/2026;1;59;3;504
4391;2025/2026;2;46;2;504
4392;2025/2026;3;35;2;504
4393;2025/2026;4;46;2;504
4394;2025/2026;5;42;2;504
4395;2024/2025;1;51;2;504
4396;2024/2025;2;31;2;504
4397;2024/2025;3;48;2;504
4398;2024/2025;4;40;2;504
4399;2024/2025;5;35;2;504
4400;2023/2024;1;37;2;504
4401;2023/2024;2;46;2;504
4402;2023/2024;3;39;2;504
4403;2023/2024;4;37;2;504
4404;2023/2024;5;39;2;504
4405;2025/2026;1;22;1;365
4406;2025/2026;2;30;2;365
4407;2025/2026;3;30;2;365
4408;2025/2026;4;30;2;365
4409;2025/2026;5;36;2;365
4410;2024/2025;1;31;2;365
4411;2024/2025;2;30;2;365
4412;2024/2025;3;32;2;365
4413;2024/2025;4;37;2;365
4414;2024/2025;5;27;2;365
4415;2023/2024;1;28;2;365
4416;2023/2024;2;31;2;365
4417;2023/2024;3;37;2;365
4418;2023/2024;4;25;2;365
4419;2023/2024;5;22;1;365
4420;2025/2026;1;54;3;506
4421;2025/2026;2;54;3;506
4422;2025/2026;3;25;2;506
4423;2025/2026;4;48;3;506
4424;2025/2026;5;24;2;506
4425;2024/2025;1;65;3;506
4426;2024/2025;2;29;2;506
4427;2024/2025;3;47;3;506
4428;2024/2025;4;35;3;506
4429;2024/2025;5;22;1;506
4430;2023/2024;1;35;2;506
4431;2023/2024;2;50;3;506
4432;2023/2024;3;40;3;506
4433;2023/2024;4;34;2;506
4434;2023/2024;5;18;1;506
4435;2025/2026;1;7;1;503
4436;2025/2026;1;8;1;364
4437;2025/2026;2;14;1;364
4438;2025/2026;3;8;1;364
4439;2025/2026;4;21;1;364
4440;2025/2026;5;10;1;364
4441;2024/2025;1;14;1;364
4442;2024/2025;2;8;1;364
4443;2024/2025;3;21;1;364
4444;2024/2025;4;10;1;364
4445;2024/2025;5;13;1;364
4446;2023/2024;1;8;1;364
4447;2023/2024;2;21;1;364
4448;2023/2024;3;12;1;364
4449;2023/2024;4;12;1;364
4450;2023/2024;5;11;1;364
4451;2025/2026;0;20;0;683
4452;2024/2025;0;23;0;683
4453;2023/2024;0;25;0;683
4454;2025/2026;1;39;2;368
4455;2025/2026;2;44;2;368
4456;2025/2026;3;54;3;368
4457;2024/2025;1;44;2;368
4458;2024/2025;2;53;3;368
4459;2024/2025;3;50;3;368
4460;2023/2024;1;51;3;368
4461;2023/2024;2;50;3;368
4462;2023/2024;3;50;3;368
4463;2025/2026;1;25;2;366
4464;2025/2026;2;39;2;366
4465;2025/2026;3;44;2;366
4466;2025/2026;4;35;2;366
4467;2025/2026;5;37;2;366
4468;2024/2025;1;39;2;366
4469;2024/2025;2;44;2;366
4470;2024/2025;3;35;2;366
4471;2024/2025;4;35;2;366
4472;2024/2025;5;27;2;366
4473;2023/2024;1;42;2;366
4474;2023/2024;2;35;2;366
4475;2023/2024;3;34;2;366
4476;2023/2024;4;26;2;366
4477;2023/2024;5;30;2;366
4478;2025/2026;1;33;2;452
4479;2025/2026;2;23;2;452
4480;2025/2026;3;23;2;452
4481;2025/2026;4;15;1;452
4482;2024/2025;1;32;2;452
4483;2024/2025;2;25;2;452
4484;2024/2025;3;25;2;452
4485;2024/2025;4;16;1;452
4486;2023/2024;1;30;2;452
4487;2023/2024;2;25;2;452
4488;2023/2024;3;29;2;452
4489;2023/2024;4;20;1;452
4490;2025/2026;5;19;1;451
4491;2024/2025;5;15;1;451
4492;2025/2026;1;93;6;454
4493;2025/2026;2;73;4;454
4494;2025/2026;3;47;3;454
4495;2025/2026;4;35;2;454
4496;2024/2025;1;87;5;454
4497;2024/2025;2;48;3;454
4498;2024/2025;3;48;3;454
4499;2024/2025;4;40;2;454
4500;2023/2024;1;79;4;454
4501;2023/2024;2;57;3;454
4502;2023/2024;3;64;4;454
4503;2023/2024;4;35;4;454
4504;2023/2024;5;8;0;454
4505;2025/2026;1;42;2;453
4506;2025/2026;1;21;1;453
4507;2025/2026;2;19;1;453
4508;2024/2025;1;42;2;453
4509;2024/2025;1;23;1;453
4510;2025/2026;0;44;0;622
4511;2024/2025;0;55;0;622
4512;2023/2024;0;56;0;622
4513;2025/2026;1;68;4;455
4514;2025/2026;2;32;3;455
4515;2025/2026;3;8;4;455
4516;2025/2026;4;13;1;455
4517;2025/2026;1;46;3;455
4518;2025/2026;2;29;3;455
4519;2025/2026;3;9;3;455
4520;2025/2026;4;13;1;455
4521;2024/2025;1;60;4;455
4522;2024/2025;2;18;2;455
4523;2024/2025;3;23;2;455
4524;2024/2025;4;30;2;455
4525;2024/2025;1;47;4;455
4526;2024/2025;2;18;2;455
4527;2024/2025;3;23;2;455
4528;2024/2025;4;30;2;455
4529;2023/2024;4;17;1;455
4530;2023/2024;1;4;4;455
4531;2023/2024;3;68;5;455
4532;2023/2024;4;21;1;455
4533;2023/2024;1;29;3;455
4534;2023/2024;3;67;5;455
4535;2023/2024;4;38;2;455
4536;2025/2026;0;39;0;702
4537;2024/2025;0;32;0;702
4538;2023/2024;0;29;0;702
4539;2025/2026;0;117;0;673
4540;2024/2025;0;120;0;673
4541;2023/2024;0;128;0;673
4542;2025/2026;0;26;0;618
4543;2024/2025;0;37;0;618
4544;2023/2024;0;37;0;618
4545;2025/2026;1;22;1;204
4546;2025/2026;2;21;1;204
4547;2025/2026;3;22;2;204
4548;2025/2026;4;21;1;204
4549;2025/2026;5;25;2;204
4550;2024/2025;1;21;1;204
4551;2024/2025;2;24;2;204
4552;2024/2025;3;21;1;204
4553;2024/2025;4;27;2;204
4554;2024/2025;5;19;1;204
4555;2023/2024;1;25;2;204
4556;2023/2024;2;22;1;204
4557;2023/2024;3;28;2;204
4558;2023/2024;4;21;1;204
4559;2023/2024;5;28;2;204
4560;2025/2026;0;13;0;627
4561;2024/2025;0;20;0;627
4562;2023/2024;0;22;0;627
4563;2025/2026;1;6;1;203
4564;2025/2026;2;9;1;203
4565;2025/2026;3;7;1;203
4566;2025/2026;4;12;1;203
4567;2025/2026;5;10;1;203
4568;2024/2025;1;10;1;203
4569;2024/2025;2;7;1;203
4570;2024/2025;3;12;1;203
4571;2024/2025;4;10;1;203
4572;2024/2025;5;11;1;203
4573;2023/2024;1;11;1;203
4574;2023/2024;2;17;1;203
4575;2023/2024;3;14;1;203
4576;2023/2024;4;15;1;203
4577;2023/2024;5;12;1;203
4578;2025/2026;1;7;1;205
4579;2025/2026;2;7;1;205
4580;2025/2026;3;12;1;205
4581;2025/2026;4;15;1;205
4582;2025/2026;5;11;1;205
4583;2024/2025;1;7;1;205
4584;2024/2025;2;12;1;205
4585;2024/2025;3;15;1;205
4586;2024/2025;4;11;1;205
4587;2024/2025;5;14;1;205
4588;2023/2024;1;13;1;205
4589;2023/2024;2;14;1;205
4590;2023/2024;3;10;1;205
4591;2023/2024;4;14;1;205
4592;2023/2024;5;8;1;205
4593;2025/2026;1;28;2;367
4594;2025/2026;2;25;2;367
4595;2025/2026;3;31;2;367
4596;2024/2025;1;26;2;367
4597;2024/2025;2;29;2;367
4598;2024/2025;3;38;2;367
4599;2023/2024;1;29;2;367
4600;2023/2024;2;40;2;367
4601;2023/2024;3;27;2;367
4602;2025/2026;1;27;2;206
4603;2025/2026;2;18;1;206
4604;2025/2026;3;17;1;206
4605;2025/2026;4;17;1;206
4606;2025/2026;5;16;1;206
4607;2024/2025;1;19;1;206
4608;2024/2025;2;16;1;206
4609;2024/2025;3;18;1;206
4610;2024/2025;4;16;1;206
4611;2024/2025;5;13;1;206
4612;2023/2024;1;12;1;206
4613;2023/2024;2;12;1;206
4614;2023/2024;3;12;1;206
4615;2023/2024;4;9;1;206
4616;2023/2024;5;12;1;206
4617;2025/2026;1;14;1;207
4618;2025/2026;2;8;1;207
4619;2025/2026;3;15;1;207
4620;2025/2026;4;10;1;207
4621;2025/2026;5;8;1;207
4622;2024/2025;1;8;1;207
4623;2024/2025;2;15;1;207
4624;2024/2025;3;10;1;207
4625;2024/2025;4;8;1;207
4626;2024/2025;5;9;1;207
4627;2023/2024;1;14;1;207
4628;2023/2024;2;10;1;207
4629;2023/2024;3;8;1;207
4630;2023/2024;4;9;1;207
4631;2023/2024;5;12;1;207
4632;2025/2026;1;71;4;208
4633;2025/2026;2;69;4;208
4634;2025/2026;3;63;3;208
4635;2024/2025;1;72;4;208
4636;2024/2025;2;63;3;208
4637;2024/2025;3;92;4;208
4638;2023/2024;1;65;3;208
4639;2023/2024;2;89;4;208
4640;2023/2024;3;75;4;208
4641;2025/2026;3;135;9;539
4642;2025/2026;3;45;3;539
4643;2025/2026;4;20;3;539
4644;2025/2026;5;17;3;539
4645;2024/2025;3;165;9;539
4646;2024/2025;3;55;3;539
4647;2024/2025;4;25;4;539
4648;2024/2025;5;16;3;539
4649;2023/2024;3;153;9;539
4650;2023/2024;3;51;3;539
4651;2023/2024;4;19;4;539
4652;2023/2024;5;19;3;539
4653;2025/2026;1;353;18;538
4654;2025/2026;2;330;17;538
4655;2025/2026;3;359;20;538
4656;2025/2026;4;366;20;538
4657;2025/2026;5;326;20;538
4658;2024/2025;1;380;18;538
4659;2024/2025;2;348;18;538
4660;2024/2025;3;405;20;538
4661;2024/2025;4;347;20;538
4662;2024/2025;5;318;18;538
4663;2023/2024;1;392;18;538
4664;2023/2024;2;376;18;538
4665;2023/2024;3;381;20;538
4666;2023/2024;4;342;19;538
4667;2023/2024;5;305;17;538
4668;2025/2026;0;38;0;617
4669;2024/2025;0;36;0;617
4670;2023/2024;0;39;0;617
4671;2025/2026;1;18;1;380
4672;2025/2026;2;13;1;380
4673;2025/2026;3;8;1;380
4674;2025/2026;4;20;1;380
4675;2025/2026;5;15;1;380
4676;2024/2025;1;12;1;380
4677;2024/2025;2;8;1;380
4678;2024/2025;3;20;1;380
4679;2024/2025;4;13;1;380
4680;2024/2025;5;20;1;380
4681;2023/2024;1;8;1;380
4682;2023/2024;2;20;1;380
4683;2023/2024;3;12;1;380
4684;2023/2024;4;19;1;380
4685;2023/2024;5;17;1;380
4686;2025/2026;0;20;0;614
4687;2024/2025;0;18;0;614
4688;2023/2024;0;14;0;614
4689;2025/2026;1;123;6;383
4690;2025/2026;2;122;6;383
4691;2025/2026;3;120;5;383
4692;2024/2025;1;121;6;383
4693;2024/2025;2;116;5;383
4694;2024/2025;3;129;6;383
4695;2023/2024;1;111;5;383
4696;2023/2024;2;125;6;383
4697;2023/2024;3;110;6;383
4698;2025/2026;0;39;0;648
4699;2024/2025;0;37;0;648
4700;2023/2024;0;31;0;648
4701;2025/2026;1;38;2;381
4702;2025/2026;2;31;2;381
4703;2025/2026;3;35;2;381
4704;2025/2026;4;37;2;381
4705;2025/2026;5;32;2;381
4706;2024/2025;1;32;2;381
4707;2024/2025;2;35;2;381
4708;2024/2025;3;37;2;381
4709;2024/2025;4;30;2;381
4710;2024/2025;5;46;3;381
4711;2023/2024;1;33;2;381
4712;2023/2024;2;37;2;381
4713;2023/2024;3;30;2;381
4714;2023/2024;4;46;3;381
4715;2023/2024;5;43;2;381
4716;2025/2026;1;60;3;379
4717;2025/2026;2;57;3;379
4718;2025/2026;3;53;3;379
4719;2025/2026;4;67;4;379
4720;2025/2026;5;58;3;379
4721;2024/2025;1;57;3;379
4722;2024/2025;2;53;3;379
4723;2024/2025;3;69;4;379
4724;2024/2025;4;58;3;379
4725;2024/2025;5;56;3;379
4726;2023/2024;1;53;3;379
4727;2023/2024;2;71;4;379
4728;2023/2024;3;58;3;379
4729;2023/2024;4;59;3;379
4730;2023/2024;5;64;3;379
4731;2025/2026;0;44;0;580
4732;2024/2025;0;45;0;580
4733;2023/2024;0;38;0;580
4734;2025/2026;0;19;0;598
4735;2024/2025;0;13;0;598
4736;2023/2024;0;14;0;598
4737;2025/2026;0;60;0;601
4738;2024/2025;0;71;0;601
4739;2023/2024;0;65;0;601
4740;2024/2025;5;15;1;16
4741;2025/2026;1;32;2;17
4742;2025/2026;2;28;2;17
4743;2025/2026;3;32;2;17
4744;2025/2026;4;7;1;17
4745;2024/2025;1;32;2;17
4746;2024/2025;2;35;2;17
4747;2024/2025;3;16;2;17
4748;2024/2025;4;17;1;17
4749;2023/2024;1;38;2;17
4750;2023/2024;2;20;1;17
4751;2023/2024;3;20;2;17
4752;2023/2024;4;20;1;17
4753;2025/2026;0;38;0;703
4754;2024/2025;0;38;0;703
4755;2023/2024;0;33;0;703
4756;2025/2026;1;38;2;187
4757;2025/2026;2;46;2;187
4758;2025/2026;3;57;3;187
4759;2025/2026;4;45;2;187
4760;2025/2026;5;72;3;187
4761;2024/2025;1;49;2;187
4762;2024/2025;2;61;3;187
4763;2024/2025;3;46;2;187
4764;2024/2025;4;74;3;187
4765;2024/2025;5;60;3;187
4766;2023/2024;1;66;3;187
4767;2023/2024;2;44;2;187
4768;2023/2024;3;71;3;187
4769;2023/2024;4;64;3;187
4770;2023/2024;5;64;3;187
4771;2025/2026;1;25;2;188
4772;2025/2026;2;24;1;188
4773;2025/2026;3;30;2;188
4774;2025/2026;4;40;2;188
4775;2025/2026;5;38;2;188
4776;2024/2025;1;24;1;188
4777;2024/2025;2;31;2;188
4778;2024/2025;3;42;2;188
4779;2024/2025;4;38;2;188
4780;2024/2025;5;37;2;188
4781;2023/2024;1;32;2;188
4782;2023/2024;2;42;2;188
4783;2023/2024;3;40;2;188
4784;2023/2024;4;38;2;188
4785;2023/2024;5;35;2;188
4786;2025/2026;1;38;2;190
4787;2025/2026;2;42;2;190
4788;2025/2026;3;41;2;190
4789;2025/2026;4;42;2;190
4790;2025/2026;5;36;2;190
4791;2024/2025;1;41;2;190
4792;2024/2025;2;42;2;190
4793;2024/2025;3;42;2;190
4794;2024/2025;4;37;2;190
4795;2024/2025;5;52;3;190
4796;2023/2024;1;39;2;190
4797;2023/2024;2;40;2;190
4798;2023/2024;3;36;2;190
4799;2023/2024;4;51;3;190
4800;2023/2024;5;48;3;190
4801;2025/2026;1;13;1;189
4802;2025/2026;2;20;1;189
4803;2025/2026;3;16;1;189
4804;2025/2026;4;22;1;189
4805;2025/2026;5;20;1;189
4806;2024/2025;1;21;1;189
4807;2024/2025;2;17;1;189
4808;2024/2025;3;22;1;189
4809;2024/2025;4;19;1;189
4810;2024/2025;5;20;1;189
4811;2023/2024;1;17;1;189
4812;2023/2024;2;21;1;189
4813;2023/2024;3;19;1;189
4814;2023/2024;4;21;1;189
4815;2023/2024;5;24;1;189
4816;2025/2026;1;22;1;352
4817;2025/2026;2;28;2;352
4818;2025/2026;3;25;2;352
4819;2025/2026;4;22;1;352
4820;2025/2026;5;40;2;352
4821;2024/2025;1;29;2;352
4822;2024/2025;2;25;2;352
4823;2024/2025;3;23;1;352
4824;2024/2025;4;40;2;352
4825;2024/2025;5;18;1;352
4826;2023/2024;1;25;2;352
4827;2023/2024;2;23;1;352
4828;2023/2024;3;40;2;352
4829;2023/2024;4;18;1;352
4830;2023/2024;5;34;2;352
4831;2025/2026;1;156;7;191
4832;2025/2026;2;153;7;191
4833;2025/2026;3;166;7;191
4834;2024/2025;1;158;7;191
4835;2024/2025;2;167;7;191
4836;2024/2025;3;171;7;191
4837;2023/2024;1;160;7;191
4838;2023/2024;2;177;7;191
4839;2023/2024;3;161;7;191
4840;2025/2026;1;23;1;18
4841;2025/2026;2;44;3;18
4842;2025/2026;3;25;2;18
4843;2025/2026;4;19;2;18
4844;2024/2025;1;44;2;18
4845;2024/2025;2;35;2;18
4846;2024/2025;3;25;2;18
4847;2024/2025;4;15;2;18
4848;2023/2024;1;42;2;18
4849;2023/2024;2;32;2;18
4850;2023/2024;3;27;2;18
4851;2023/2024;4;21;2;18
4852;2025/2026;1;15;1;354
4853;2025/2026;2;31;2;354
4854;2025/2026;3;27;2;354
4855;2025/2026;4;30;2;354
4856;2025/2026;5;24;1;354
4857;2024/2025;1;32;2;354
4858;2024/2025;2;26;2;354
4859;2024/2025;3;29;2;354
4860;2024/2025;4;24;1;354
4861;2024/2025;5;34;2;354
4862;2023/2024;1;30;2;354
4863;2023/2024;2;27;2;354
4864;2023/2024;3;25;1;354
4865;2023/2024;4;34;2;354
4866;2023/2024;5;34;2;354
4867;2025/2026;1;47;2;353
4868;2025/2026;2;50;3;353
4869;2025/2026;3;42;2;353
4870;2025/2026;4;48;2;353
4871;2025/2026;5;58;3;353
4872;2024/2025;1;51;3;353
4873;2024/2025;2;43;2;353
4874;2024/2025;3;50;2;353
4875;2024/2025;4;60;3;353
4876;2024/2025;5;60;3;353
4877;2023/2024;1;43;2;353
4878;2023/2024;2;47;2;353
4879;2023/2024;3;56;3;353
4880;2023/2024;4;58;3;353
4881;2023/2024;5;60;3;353
4882;2025/2026;1;98;5;355
4883;2025/2026;2;110;5;355
4884;2025/2026;3;114;6;355
4885;2024/2025;1;110;5;355
4886;2024/2025;2;112;6;355
4887;2024/2025;3;137;6;355
4888;2023/2024;1;115;6;355
4889;2023/2024;2;137;6;355
4890;2023/2024;3;109;5;355
4891;2025/2026;1;151;7;574
4892;2025/2026;2;169;8;574
4893;2025/2026;3;156;8;574
4894;2025/2026;4;163;10;574
4895;2025/2026;5;169;9;574
4896;2024/2025;1;187;8;574
4897;2024/2025;2;161;9;574
4898;2024/2025;3;181;10;574
4899;2024/2025;4;177;9;574
4900;2024/2025;5;126;8;574
4901;2023/2024;1;178;9;574
4902;2023/2024;2;201;10;574
4903;2023/2024;3;198;9;574
4904;2023/2024;4;137;8;574
4905;2023/2024;5;150;8;574
4906;2025/2026;1;113;6;573
4907;2025/2026;2;115;7;573
4908;2025/2026;3;123;7;573
4909;2025/2026;4;103;6;573
4910;2025/2026;5;117;6;573
4911;2024/2025;1;139;7;573
4912;2024/2025;2;133;7;573
4913;2024/2025;3;113;6;573
4914;2024/2025;4;118;6;573
4915;2024/2025;5;119;7;573
4916;2023/2024;1;155;7;573
4917;2023/2024;2;116;6;573
4918;2023/2024;3;121;6;573
4919;2023/2024;4;126;7;573
4920;2023/2024;5;97;6;573
4921;2025/2026;0;97;0;699
4922;2024/2025;0;91;0;699
4923;2023/2024;0;102;0;699
4924;2025/2026;1;6;1;357
4925;2025/2026;2;6;1;357
4926;2025/2026;3;8;1;357
4927;2025/2026;4;5;1;357
4928;2025/2026;5;4;1;357
4929;2024/2025;1;5;1;357
4930;2024/2025;2;8;1;357
4931;2024/2025;3;5;1;357
4932;2024/2025;4;4;1;357
4933;2024/2025;5;1;1;357
4934;2023/2024;1;8;1;357
4935;2023/2024;2;5;1;357
4936;2023/2024;3;4;1;357
4937;2023/2024;4;1;1;357
4938;2023/2024;5;7;1;357
4939;2025/2026;1;8;2;358
4940;2025/2026;2;7;1;358
4941;2025/2026;3;7;1;358
4942;2025/2026;4;6;1;358
4943;2025/2026;5;9;1;358
4944;2024/2025;1;7;1;358
4945;2024/2025;2;7;1;358
4946;2024/2025;3;6;1;358
4947;2024/2025;4;9;1;358
4948;2024/2025;5;6;1;358
4949;2023/2024;1;7;1;358
4950;2023/2024;2;6;1;358
4951;2023/2024;3;9;1;358
4952;2023/2024;4;5;1;358
4953;2023/2024;5;7;1;358
4954;2025/2026;1;10;1;356
4955;2025/2026;2;19;1;356
4956;2025/2026;3;12;1;356
4957;2025/2026;4;15;1;356
4958;2025/2026;5;15;1;356
4959;2024/2025;1;18;1;356
4960;2024/2025;2;12;1;356
4961;2024/2025;3;15;1;356
4962;2024/2025;4;15;1;356
4963;2024/2025;5;14;1;356
4964;2023/2024;1;14;1;356
4965;2023/2024;2;16;1;356
4966;2023/2024;3;21;1;356
4967;2023/2024;4;16;1;356
4968;2023/2024;5;10;1;356
4969;2025/2026;1;15;1;359
4970;2025/2026;2;14;1;359
4971;2025/2026;3;21;1;359
4972;2025/2026;4;17;1;359
4973;2025/2026;5;14;1;359
4974;2024/2025;1;14;1;359
4975;2024/2025;2;21;1;359
4976;2024/2025;3;17;1;359
4977;2024/2025;4;14;1;359
4978;2024/2025;5;16;1;359
4979;2023/2024;1;16;1;359
4980;2023/2024;2;16;1;359
4981;2023/2024;3;13;1;359
4982;2023/2024;4;16;1;359
